url,title,theme_id,primary_topic,topic_confidence
https://www.cbc.ca/radio/asithappens/nardwuar-2024-canadian-election-1.7518888,Nardwuar the Human Serviette desperately wants to play Hip Flip with Pierre Poilievre,LEADER,0,0.1
https://thehill.com/homenews/campaign/5268750-mccarthy-democratic-party-civil-war/,Kevin McCarthy likens Democratic infighting to  civil war  ,LEADER,0,0.1
https://www.bnnbloomberg.ca/federal-election-2025/2025/04/26/i-reject-them-completely-carney-on-blanchets-remarks-calling-canada-artificial-country/,Canada election 2025 : Blanchet stands by  artificial country  remarks,LEADER,0,0.6262008684460966
https://www.nairaland.com/8409747/tories-mull-replacing-kemi-badenoch,Tories Mull Replacing Kemi Badenoch As Party Leader After Poor Ratings - Foreign Affairs,LEADER,5,0.6271506923921412
https://www.cbc.ca/news/politics/party-leaders-battlegrounds-election-1.7519605,"Party leaders campaign in Ontario , B . C . battlegrounds as election day nears",LEADER,5,0.6994669892734563
https://timesofindia.indiatimes.com/india/felt-trapped-isolated-rahul-gandhi-on-why-he-led-bharat-jodo-yatra/articleshow/120645537.cms,  Felt trapped & isolated : Rahul Gandhi on why he led Bharat Jodo Yatra | India News,LEADER,0,0.1
https://torontosun.com/news/national/federal_elections/party-leaders-have-packed-itineraries-today-as-election-day-nears,Party leaders have packed itineraries today as election day nears,LEADER,5,0.6994669892734563
https://www.cp24.com/federal-election-2025/2025/04/26/carney-poilievre-singh-hold-campaign-events-in-final-push-for-votes-live-updates-here/,Canada election 2025 : Carney slams people who claim Canada is not a real country,LEADER,0,0.6096727575639406
https://www.winnipegfreepress.com/business/2025/04/26/party-leaders-have-packed-itineraries-today-as-election-day-nears,Party leaders have packed itineraries today as election day nears – Winnipeg Free Press,LEADER,5,0.6994669892734563
https://www.theglobeandmail.com/politics/article-federal-party-leaders-final-weekend-election-campaign/,Federal party leaders target close ridings in final election campaign sprint,LEADER,5,0.6704343540998091
https://www.dailyexcelsior.com/important-that-india-stands-united-against-terror-rahul/,Important that India stands united against terror : Rahul,LEADER,0,0.1
https://www.bnnbloomberg.ca/federal-election-2025/2025/04/26/blanchet-doubles-down-on-artificial-country-as-carney-singh-slam-his-remarks-live-updates-here/,Canada election 2025 : Carney slams people who claim Canada is not a real country,LEADER,0,0.6096727575639406
https://www.wcnc.com/article/news/nation-world/iran-us-tensions-explainer/507-e9cc4f50-e34c-408e-98a1-dde3bf2dd9d8,Iran - US nuclear talks resume in Oman this weekend,LEADER,0,0.1
https://en.interfax.com.ua/news/general/1066970.html,"Putin victory impossible , because it to be failure of united states as world leader – Zelenskyy",LEADER,5,0.5499999833648207
https://economictimes.indiatimes.com/news/politics-and-nation/democratic-politics-have-fundamentally-changed-globally-says-rahul-gandhi/articleshow/120646862.cms,"Democratic politics have fundamentally changed globally , says Rahul Gandhi",LEADER,0,0.1
https://www.therecord.com/business/party-leaders-have-packed-itineraries-today-as-election-day-nears/article_ecd192cd-c090-54c2-a89d-7bd6cb1ab3b7.html,Party leaders have packed itineraries today as election day nears,LEADER,5,0.6994669892734563
https://www.express.co.uk/news/world/2046917/donald-trump-body-language-zelensky-meeting,Trump  ignored  in awkward moment as Starmer and Macron rally around Zelensky,LEADER,0,0.1
https://www.tribuneindia.com/news/india/democratic-politics-have-fundamentally-changed-globally-says-rahul-gandhi/,"Democratic politics have fundamentally changed globally , says Rahul Gandhi",LEADER,0,0.1
https://www.theglobeandmail.com/canada/article-where-the-major-federal-party-leaders-are-spending-the-final-days-of/,Where the major federal party leaders are spending the final days of the election campaign,LEADER,5,0.6994669892734563
https://economictimes.indiatimes.com/news/defence/north-koreas-kim-attends-ceremony-for-launching-new-5000-tonne-warship/articleshow/120633687.cms,"North Korea Kim attends ceremony for launching new 5 , 000 - tonne warship",LEADER,0,0.1
https://www.lapresse.ca/elections-federales/2025-04-25/des-milliers-de-kilometres-en-pays-bloquiste.php,Des milliers de kilomètres en pays bloquiste,LEADER,6,0.3974871210948043
https://www.francebleu.fr/emissions/l-info-d-ici-ici-limousin/limoges-apres-35-ans-en-cuisine-le-chef-philippe-redon-passe-le-relai-1349166,"Limoges  : après 35 ans en cuisine , le chef Philippe Redon passe le relai",LEADER,3,0.48090645826479705
https://www.lapresse.ca/elections-federales/2025-04-25/elections-pas-declenchees-a-l-automne/singh-ne-regrette-pas-sa-decision.php,Élections pas déclenchées à lautomne | Singh ne regrette pas sa décision,LEADER,0,0.1
https://www.journaldemontreal.com/2025/04/26/dans-lombre-de-trump-un-choc-historique-a-finir-entre-carney-et-poilievre,"Dans lombre de Trump , un choc historique à finir entre Carney et Poilievre",LEADER,6,0.6263159504280471
https://www.varmatin.com/faits-divers/a-juan-les-pins-un-impressionnant-cortege-de-motards-pour-rendre-hommage-a-michael-rosenvold-chef-des-bandidos-europe-983535,"À Juan - les - Pins , un impressionnant cortège de motards a rendu hommage à Michael Rosenvold , chef des Bandidos Europe",LEADER,6,0.6906285721333703
https://www.lapresse.ca/elections-federales/2025-04-26/pays-artificiel/blanchet-defend-ses-propos-sur-le-canada.php, Pays artificiel  | Blanchet défend ses propos sur le Canada,LEADER,7,0.6234424549875175
https://www.journaldequebec.com/2025/04/25/mark-carney-mene-la-meilleure-campagne-electorale-selon-un-sondage-leger,"Mark Carney mène la « meilleure campagne électorale », selon un sondage Léger",LEADER,7,0.6270994864810058
https://senego.com/guinee-bissau-le-chef-des-armees-donne-lordre-de-tirer-sur-toute-personne_1830525.html,Guinée - Bissau : Le chef des armées donne lordre de tirer sur toute personne,LEADER,6,0.6589219210738447
https://www.estrepublicain.fr/paroles-de-partenaires/2025/04/26/restaurant-l-imprevu-des-creations-gourmandes-aux-saveurs-de-saison,Restaurant Limprévu : Le vrai show ? Une cuisine ouverte et des assiettes qui claquent,LEADER,6,0.6266278884798302
https://fr.allafrica.com/stories/202504260045.html,Madagascar : Art de la boulangerie - Le talent malgache en lice au Mondial du Pain,LEADER,6,0.506721075424217
https://www.lalibre.be/lifestyle/food/2025/04/26/on-a-mange-au-hertog-jan-a-anvers-resto-a-la-cuisine-signature-epoustouflante-OTLALXQ4MRGE7B5EDK4AZTOADA/,"On a mangé au Hertog Jan ** à Anvers , resto à la cuisine signature époustouflante",LEADER,6,0.5499893990641216
https://www.francetvinfo.fr/monde/palestine/le-president-palestinien-mahmoud-abbas-organise-sa-succession-en-promouvant-un-proche-conseiller_7212663.html,Le président palestinien Mahmoud Abbas organise sa succession en promouvant un proche conseiller,LEADER,7,0.4283719564030189
https://www.corsematin.com/article/francemonde/4124444248288514/dans-les-lycees-des-portiques-pas-consideres-comme-la-panacee,"Dans les lycées , des portiques pas considérés comme la panacée",LEADER,6,0.6679996796271687
https://www.capital.fr/economie-politique/funerailles-du-pape-francois-qui-est-le-chef-par-interim-de-l-eglise-1513159,Funérailles du pape François : qui est le chef par intérim de lEglise ? ,LEADER,3,0.3855402878005169
https://senego.com/dici-le-1er-mai-le-senegal-signera-son-pacte-de-stabilite-sociale-promet-abass-fall_1830528.html,"Bonne Nouvelle : Dici le 1er mai ,  le Séngal signera son Pacte de stabilité sociale  , promet Abass Fall",LEADER,6,0.6195899734272587
https://www.lapresse.ca/elections-federales/2025-04-26/singh-a-pense-a-se-retirer-apres-une-menace-credible-a-sa-vie-en-2023.php,Singh a pensé  se retirer après une  menace crédible  à sa vie en 2023,LEADER,8,0.5499999937328777
https://news.abidjan.net/articles/741244/le-president-chinois-xi-jinping-appelle-a-renforcer-la-solidarite-et-la-cooperation-pour-batir-ensemble-un-monde-durable,Le président chinois Xi Jinping appelle à renforcer la solidarité et la coopération pour bâtir ensemble un monde durable,LEADER,6,0.6495447514600083
